,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,RandD,accounting,hr,management,marketing,product_mng,sales,support,technical,left
6190,0.81,0.51,0.4,0.5327102803738317,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6191,0.17,0.51,0.4,0.6401869158878505,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
6192,0.68,0.73,0.20000000000000007,0.5841121495327103,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
6193,0.68,0.49,0.6,0.40654205607476634,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6194,0.7,0.93,0.4,0.5841121495327103,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6195,0.49,0.68,0.20000000000000007,0.3317757009345794,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
6196,0.55,0.96,0.4,0.6728971962616822,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
6197,0.48,0.84,0.20000000000000007,0.4859813084112149,0.0,1,0,2,0,0,0,0,0,0,1,0,0,0
6198,0.63,0.98,0.0,0.22429906542056077,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6199,0.83,0.69,0.6,0.5280373831775701,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6200,0.48,0.87,0.20000000000000007,0.514018691588785,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6201,0.98,0.96,0.20000000000000007,0.0700934579439253,0.375,1,0,2,0,1,0,0,0,0,0,0,0,0
6202,0.57,0.72,0.20000000000000007,0.677570093457944,0.125,0,0,2,0,1,0,0,0,0,0,0,0,0
6203,0.72,0.66,0.20000000000000007,0.5186915887850467,0.125,0,0,2,0,1,0,0,0,0,0,0,0,0
6204,0.9,0.8,0.20000000000000007,0.4719626168224299,0.125,0,0,2,0,0,1,0,0,0,0,0,0,0
6205,0.64,0.59,0.6,0.4859813084112149,0.0,1,0,2,0,0,1,0,0,0,0,0,0,0
6206,0.55,0.98,0.4,0.6822429906542057,0.25,0,0,2,0,0,1,0,0,0,0,0,0,0
6207,0.56,0.59,0.4,0.39252336448598135,0.125,1,0,0,0,0,1,0,0,0,0,0,0,0
6208,0.8,0.55,0.4,0.3598130841121495,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6209,0.65,0.76,0.20000000000000007,0.5981308411214953,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
6210,0.75,0.78,0.0,0.40654205607476634,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0
6211,0.69,0.79,0.4,0.6074766355140188,0.375,0,0,2,0,0,0,0,0,0,0,0,1,0
6212,0.91,0.76,0.20000000000000007,0.7523364485981309,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
6213,0.78,0.63,0.20000000000000007,0.32242990654205606,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0
6214,0.71,0.68,0.20000000000000007,0.2149532710280374,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
6215,0.79,0.96,0.4,0.7570093457943924,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0
6216,0.86,0.72,0.6,0.4532710280373832,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
6217,0.87,0.82,0.20000000000000007,0.3738317757009346,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
6218,0.76,0.99,0.4,0.4299065420560748,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6219,0.76,0.8,0.20000000000000007,0.836448598130841,0.375,0,0,1,0,0,0,0,0,0,0,1,0,0
6220,0.74,0.66,0.20000000000000007,0.16822429906542058,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6221,0.56,0.81,0.20000000000000007,0.7009345794392524,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0
6222,0.54,0.91,0.20000000000000007,0.397196261682243,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0
6223,0.84,0.79,0.6,0.7943925233644858,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6224,0.55,0.69,0.4,0.2570093457943925,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
6225,0.69,0.51,0.20000000000000007,0.7523364485981309,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0
6226,0.79,0.88,0.8000000000000002,0.40654205607476634,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0
6227,0.21,0.38,0.20000000000000007,0.13084112149532712,0.375,0,0,1,0,0,0,0,0,0,0,1,0,0
6228,0.57,0.58,0.4,0.26635514018691586,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
6229,0.89,0.95,0.4,0.48130841121495327,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
6230,0.72,0.98,0.6,0.2149532710280374,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0
6231,0.56,0.58,0.4,0.29439252336448596,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6232,0.84,0.68,0.8000000000000002,0.5373831775700935,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0
6233,0.94,0.76,0.6,0.1869158878504673,0.125,1,0,1,0,0,0,1,0,0,0,0,0,0
6234,0.29,0.88,0.4,0.26635514018691586,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0
6235,0.54,0.93,0.6,0.7803738317757009,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0
6236,0.93,0.73,0.20000000000000007,0.33644859813084116,0.125,1,0,2,0,0,0,0,0,0,0,0,0,0
6237,0.8,0.68,0.4,0.6448598130841122,0.125,0,0,2,0,0,0,0,0,0,0,0,0,0
6238,1.0,0.73,0.4,0.2710280373831776,0.375,0,0,2,0,0,0,0,0,0,0,0,0,0
6239,0.89,0.56,0.6,0.3598130841121495,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0
6240,0.6,0.78,0.6,0.514018691588785,0.5,1,0,2,0,0,0,0,0,1,0,0,0,0
6241,0.49,0.94,0.4,0.5233644859813084,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0
6242,0.65,0.75,0.4,0.383177570093458,0.125,0,0,2,0,0,0,0,0,1,0,0,0,0
6243,0.6,0.71,0.4,0.47663551401869153,0.5,1,0,2,0,0,0,0,0,0,0,0,0,0
6244,0.51,1.0,0.4,0.5794392523364486,0.125,1,0,2,1,0,0,0,0,0,0,0,0,0
6245,0.74,0.89,0.4,0.6074766355140188,0.0,1,0,2,1,0,0,0,0,0,0,0,0,0
6246,0.57,0.42,0.4,0.630841121495327,0.375,0,0,0,1,0,0,0,0,0,0,0,0,0
6247,0.82,0.84,0.0,0.514018691588785,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
6248,0.19,0.63,0.4,0.3878504672897196,0.25,0,0,2,1,0,0,0,0,0,0,0,0,0
6249,0.5,0.64,0.4,0.4859813084112149,0.0,0,0,2,0,0,0,0,1,0,0,0,0,0
6250,0.91,0.68,0.6,0.49532710280373826,0.5,1,0,2,0,0,0,0,0,0,1,0,0,0
6251,0.19,0.86,0.4,0.6588785046728972,0.125,0,0,2,0,1,0,0,0,0,0,0,0,0
6252,0.94,0.84,0.4,0.8130841121495326,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6253,0.88,0.67,0.20000000000000007,0.33644859813084116,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
6254,0.9,0.87,0.6,0.16822429906542058,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0
6255,0.49,0.96,0.20000000000000007,0.30841121495327106,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0
6256,0.99,0.55,0.20000000000000007,0.8084112149532711,0.125,0,0,1,0,0,0,0,1,0,0,0,0,0
6257,0.72,0.81,0.6,0.7383177570093459,0.375,0,0,1,0,0,0,0,1,0,0,0,0,0
6258,0.66,0.69,0.20000000000000007,0.7710280373831776,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
6259,0.96,0.51,0.4,0.2429906542056075,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6260,0.49,0.69,0.6,0.616822429906542,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0
6261,0.73,0.49,0.20000000000000007,0.19626168224299068,0.125,1,0,1,0,0,0,0,0,0,1,0,0,0
6262,0.48,0.98,0.4,0.4859813084112149,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6263,0.57,0.78,0.4,0.7570093457943924,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0
6264,0.63,0.82,0.4,0.7943925233644858,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6265,0.46,0.87,0.20000000000000007,0.5046728971962616,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0
6266,0.64,0.5,0.20000000000000007,0.6542056074766355,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6267,0.56,0.73,0.4,0.24766355140186913,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6268,0.97,0.75,0.6,0.6728971962616822,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6269,0.69,0.68,0.20000000000000007,0.08878504672897203,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6270,0.23,0.97,0.4,0.7990654205607476,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6271,0.77,0.48,0.4,0.24766355140186913,0.125,1,0,1,0,0,0,0,0,0,1,0,0,0
6272,0.76,0.57,0.20000000000000007,0.5981308411214953,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6273,0.98,0.66,0.0,0.28971962616822433,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6274,0.92,0.77,0.0,0.05140186915887851,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
6275,0.63,0.67,0.20000000000000007,0.5654205607476636,0.375,1,0,2,0,0,0,0,0,0,1,0,0,0
6276,0.91,0.69,0.0,0.5420560747663551,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6277,0.4,0.67,0.20000000000000007,0.8130841121495326,0.125,0,0,2,0,1,0,0,0,0,0,0,0,0
6278,0.82,0.62,0.4,0.6869158878504672,0.0,1,0,2,0,1,0,0,0,0,0,0,0,0
6279,0.81,0.88,0.6,0.30841121495327106,0.25,0,0,2,0,1,0,0,0,0,0,0,0,0
6280,0.61,0.69,0.6,0.6355140186915887,0.0,0,0,2,0,0,1,0,0,0,0,0,0,0
6281,0.3,0.57,0.6,0.4252336448598131,0.25,0,0,2,0,0,1,0,0,0,0,0,0,0
6282,0.59,0.72,0.20000000000000007,0.7616822429906541,0.0,0,0,2,0,0,1,0,0,0,0,0,0,0
6283,0.2,0.56,0.4,0.5280373831775701,0.0,0,0,2,0,0,1,0,0,0,0,0,0,0
6284,0.75,0.56,0.6,0.004672897196261683,0.5,0,0,2,0,0,0,0,0,0,0,0,1,0
6285,0.59,0.79,0.6,0.2009345794392523,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0
6286,0.63,0.53,0.4,0.7570093457943924,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6287,0.77,0.68,0.20000000000000007,0.5233644859813084,0.0,1,0,2,0,0,0,0,0,0,0,0,1,0
6288,0.82,0.6,0.0,0.6401869158878505,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
6289,0.6,0.85,0.20000000000000007,0.33644859813084116,0.25,0,0,2,0,0,0,0,0,0,0,0,1,0
6290,0.83,0.72,0.4,0.7289719626168224,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0
6291,0.67,0.6,0.6,0.35046728971962615,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0
6292,0.84,0.56,0.6,0.5747663551401868,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6293,0.68,0.79,0.20000000000000007,0.5467289719626168,0.25,0,0,1,0,0,0,0,0,0,0,0,1,0
6294,0.74,0.92,0.6,0.48130841121495327,0.25,1,0,1,0,0,0,0,0,0,0,0,1,0
6295,0.63,0.64,0.4,0.6962616822429907,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0
6296,0.88,0.9,0.4,0.8271028037383178,0.375,0,0,1,0,0,0,0,0,0,0,1,0,0
6297,1.0,0.81,0.4,0.49532710280373826,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6298,0.7,0.87,0.4,0.6728971962616822,0.125,1,0,1,0,0,0,0,0,0,0,1,0,0
6299,0.5,0.71,0.4,0.2757009345794392,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0
6300,0.94,0.66,0.20000000000000007,0.5280373831775701,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
6301,0.67,0.54,0.4,0.5327102803738317,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6302,0.8,0.88,0.4,0.7943925233644858,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0
6303,0.7,0.88,0.0,0.6074766355140188,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
6304,0.24,0.73,0.4,0.1728971962616822,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
6305,0.98,1.0,0.20000000000000007,0.014018691588785048,0.25,0,0,1,0,0,0,0,0,0,0,1,0,0
6306,0.76,0.65,0.20000000000000007,0.6588785046728972,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6307,0.78,0.5,0.4,0.6261682242990655,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6308,0.42,0.91,0.4,0.24766355140186913,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
6309,0.83,0.64,0.4,0.514018691588785,0.25,0,0,2,0,0,0,1,0,0,0,0,0,0
6310,0.98,0.81,0.20000000000000007,0.4158878504672897,0.125,0,0,2,0,0,0,0,0,0,0,0,0,0
6311,0.64,0.81,0.6,0.8084112149532711,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0
6312,0.67,0.75,0.8000000000000002,0.6401869158878505,0.375,0,0,2,0,0,0,0,0,0,0,0,0,0
6313,0.26,0.39,0.20000000000000007,0.30841121495327106,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0
6314,0.97,0.64,0.0,0.3598130841121495,0.125,0,0,2,0,0,0,0,0,0,0,0,0,0
6315,0.48,0.6,0.8000000000000002,0.7336448598130841,0.25,0,0,2,0,0,0,0,0,1,0,0,0,0
6316,0.84,0.55,0.6,0.17757009345794394,0.125,0,0,2,0,0,0,0,0,1,0,0,0,0
6317,0.71,0.74,0.4,0.1728971962616822,0.125,0,0,2,0,0,0,0,0,1,0,0,0,0
6318,1.0,0.84,0.6,0.21962616822429903,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0
6319,0.6,0.76,0.20000000000000007,0.7850467289719626,0.25,0,0,2,0,0,0,0,0,0,0,0,0,0
6320,0.95,0.37,0.20000000000000007,0.39252336448598135,0.5,0,0,2,1,0,0,0,0,0,0,0,0,0
6321,0.56,0.56,0.20000000000000007,0.6495327102803737,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
6322,0.75,0.49,0.4,0.6355140186915887,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0
6323,0.98,0.53,0.4,0.397196261682243,0.25,0,0,2,1,0,0,0,0,0,0,0,0,0
6324,0.7,0.72,0.20000000000000007,0.47663551401869153,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0
6325,0.65,0.92,0.6,0.5373831775700935,0.125,0,0,2,0,0,0,0,1,0,0,0,0,0
6326,0.8,0.81,0.4,0.5607476635514018,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
6327,0.49,0.78,0.20000000000000007,0.4719626168224299,0.125,0,0,1,0,1,0,0,0,0,0,0,0,0
6328,0.32,0.73,0.0,0.5514018691588785,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
6329,0.88,0.54,0.20000000000000007,0.4158878504672897,0.125,1,0,1,0,0,0,0,0,0,0,0,1,0
6330,0.8,0.97,0.20000000000000007,0.3598130841121495,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0
6331,0.73,0.74,0.4,0.6214953271028038,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0
6332,0.72,0.58,0.4,0.09345794392523366,0.125,0,0,1,0,0,0,0,1,0,0,0,0,0
6333,0.58,0.78,0.6,0.5934579439252335,0.125,1,0,1,0,0,0,0,1,0,0,0,0,0
6334,0.66,0.96,0.4,0.2710280373831776,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6335,0.63,0.79,0.6,0.6728971962616822,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0
6336,0.69,0.56,0.20000000000000007,0.2009345794392523,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
6337,0.49,0.59,0.0,0.836448598130841,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
6338,0.6,0.45,0.20000000000000007,0.28971962616822433,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6339,0.5,0.63,0.20000000000000007,0.5046728971962616,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0
6340,0.34,0.81,0.6,0.11682242990654212,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0
6341,0.79,0.6,0.6,0.6869158878504672,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0
6342,0.98,0.68,0.4,0.46261682242990654,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
6343,0.96,0.97,0.6,0.24766355140186913,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6344,0.88,0.89,0.6,0.5514018691588785,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0
6345,0.6,0.61,0.4,0.7943925233644858,0.125,0,0,1,0,0,0,0,0,0,1,0,0,0
6346,0.62,0.73,0.6,0.588785046728972,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0
6347,0.4,0.72,0.20000000000000007,0.8738317757009345,0.5,1,0,1,0,0,0,0,0,0,1,0,0,0
6348,0.16,0.82,0.0,0.3037383177570093,0.375,0,0,2,0,0,0,0,0,0,1,0,0,0
6349,0.81,0.98,0.20000000000000007,0.2850467289719626,0.25,0,0,2,0,0,0,0,0,0,1,0,0,0
6350,0.69,0.69,0.20000000000000007,0.14018691588785048,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6351,0.66,0.51,0.20000000000000007,0.16355140186915884,0.5,0,0,2,0,0,0,0,0,0,1,0,0,0
6352,0.66,0.62,0.4,0.2009345794392523,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6353,0.61,0.53,0.4,0.6261682242990655,0.125,0,0,2,0,1,0,0,0,0,0,0,0,0
6354,0.99,0.77,0.4,0.6728971962616822,0.0,0,0,2,0,1,0,0,0,0,0,0,0,0
6355,0.73,0.54,0.20000000000000007,0.17757009345794394,0.125,0,0,2,0,1,0,0,0,0,0,0,0,0
6356,0.63,0.72,0.8000000000000002,0.46728971962616817,0.125,0,0,2,0,0,1,0,0,0,0,0,0,0
6357,0.6,0.91,0.6,0.6728971962616822,0.25,0,0,2,0,0,1,0,0,0,0,0,0,0
6358,0.44,0.44,0.0,0.6401869158878505,0.375,0,0,2,0,0,1,0,0,0,0,0,0,0
6359,0.64,0.95,0.6,0.7990654205607476,0.125,0,0,2,0,0,1,0,0,0,0,0,0,0
6360,0.91,0.81,0.0,0.5373831775700935,0.125,0,0,0,0,0,0,0,0,0,0,0,1,0
6361,0.55,0.59,0.20000000000000007,0.7663551401869159,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6362,0.7,0.73,0.20000000000000007,0.07943925233644866,0.125,1,0,2,0,0,0,0,0,0,0,0,1,0
6363,0.37,0.59,0.6,0.7990654205607476,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
6364,0.16,0.56,0.6,0.46728971962616817,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
6365,0.69,0.97,0.20000000000000007,0.6355140186915887,0.0,0,0,2,0,0,0,0,0,0,0,0,1,0
6366,0.96,0.47,0.0,0.28037383177570097,0.125,1,0,1,0,0,0,0,0,0,0,0,1,0
6367,0.62,0.91,0.4,0.29439252336448596,0.375,0,0,1,0,0,0,0,0,0,0,0,1,0
6368,0.94,0.45,0.20000000000000007,0.5934579439252335,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6369,0.67,0.83,0.4,0.4719626168224299,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6370,0.89,0.57,0.0,0.44859813084112143,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
6371,0.6,0.63,0.4,0.44859813084112143,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6372,0.89,0.62,0.4,0.36448598130841126,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6373,0.6,0.89,0.4,0.4439252336448598,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6374,0.93,0.95,0.4,0.8130841121495326,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0
6375,0.38,0.78,0.20000000000000007,0.2009345794392523,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6376,0.62,0.57,0.4,0.6869158878504672,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0
6377,0.86,0.86,0.20000000000000007,0.663551401869159,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0
6378,0.61,0.62,0.6,0.43457943925233644,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0
6379,0.77,0.64,0.4,0.43457943925233644,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6380,0.85,0.73,0.4,0.514018691588785,0.125,0,0,1,0,0,0,0,0,0,0,1,0,0
6381,0.94,0.62,0.6,0.7383177570093459,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0
6382,0.59,0.59,0.20000000000000007,0.7336448598130841,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0
6383,0.9,0.92,0.20000000000000007,0.6869158878504672,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
6384,0.86,0.65,0.20000000000000007,0.5981308411214953,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0
6385,0.72,0.7,0.4,0.2009345794392523,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0
6386,0.84,0.52,0.6,0.8130841121495326,0.125,1,0,1,0,0,0,0,0,0,0,0,0,0
6387,0.64,0.5,0.20000000000000007,0.7523364485981309,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0
6388,0.81,0.75,0.4,0.3457943925233645,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0
6389,0.66,0.7,0.20000000000000007,0.588785046728972,0.125,0,0,2,0,0,0,0,0,0,0,0,0,0
6390,0.75,0.55,0.0,0.7056074766355139,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0
6391,0.54,0.67,0.4,0.49065420560747663,0.125,0,0,2,0,0,0,0,0,1,0,0,0,0
6392,0.98,0.76,0.4,0.7803738317757009,0.375,0,0,2,0,0,0,0,0,1,0,0,0,0
6393,0.8,0.85,0.20000000000000007,0.33644859813084116,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0
6394,0.68,0.7,0.4,0.4392523364485982,0.0,0,0,2,0,0,0,0,0,1,0,0,0,0
6395,0.54,0.57,0.4,0.20560747663551404,0.375,0,0,2,0,0,0,0,0,0,0,0,0,0
6396,0.88,0.84,0.20000000000000007,0.5981308411214953,0.125,0,0,2,1,0,0,0,0,0,0,0,0,0
6397,0.71,0.62,0.6,0.2289719626168224,0.125,0,0,2,1,0,0,0,0,0,0,0,0,0
6398,0.77,0.58,0.4,0.883177570093458,0.125,1,0,2,1,0,0,0,0,0,0,0,0,0
6399,0.6,0.6,0.20000000000000007,0.2710280373831776,0.125,0,0,0,1,0,0,0,0,0,0,0,0,0
6400,0.53,0.75,0.4,0.4859813084112149,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0
6401,0.85,0.5,0.20000000000000007,0.7429906542056074,0.0,1,0,2,0,0,0,0,1,0,0,0,0,0
6402,0.59,0.75,0.8000000000000002,0.5046728971962616,0.5,0,0,2,0,0,0,0,0,0,1,0,0,0
6403,0.23,0.77,0.20000000000000007,0.8130841121495326,0.25,0,0,2,0,1,0,0,0,0,0,0,0,0
6404,0.7,0.6,0.6,0.37850467289719625,0.375,0,0,2,0,0,0,0,0,0,0,1,0,0
6405,0.92,0.49,0.4,0.20560747663551404,0.125,0,0,1,0,0,0,0,0,0,0,0,1,0
6406,0.95,0.37,0.20000000000000007,0.32242990654205606,0.125,0,0,1,0,0,0,1,0,0,0,0,0,0
6407,0.39,0.43,0.20000000000000007,0.4252336448598131,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0
6408,0.85,0.8,0.4,0.3271028037383178,0.25,0,0,1,0,0,0,0,1,0,0,0,0,0
6409,0.98,0.7,0.6,0.21028037383177567,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0
6410,0.15,0.48,0.4,0.18224299065420557,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0
6411,0.68,0.54,0.6,0.2429906542056075,0.25,1,0,1,0,0,0,0,0,0,1,0,0,0
6412,0.24,0.91,0.20000000000000007,0.11214953271028039,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0
6413,0.77,0.59,0.20000000000000007,0.21028037383177567,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
6414,0.36,0.69,0.20000000000000007,0.588785046728972,0.25,0,0,2,0,0,0,0,0,0,1,0,0,0
6415,0.5,0.89,0.0,0.1869158878504673,0.5,1,0,2,0,0,0,0,0,0,1,0,0,0
6416,0.2,0.98,0.20000000000000007,0.39252336448598135,0.0,1,0,2,0,0,0,0,0,0,1,0,0,0
6417,0.86,0.56,0.20000000000000007,0.4252336448598131,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
6418,0.84,0.63,0.20000000000000007,0.49532710280373826,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
6419,0.9,0.98,0.20000000000000007,0.7242990654205607,0.25,0,0,2,0,0,0,0,0,0,1,0,0,0
6420,0.4,0.51,0.4,0.7616822429906541,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6421,0.63,0.62,0.20000000000000007,0.7757009345794391,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6422,0.73,0.95,0.6,0.7242990654205607,0.25,0,0,2,0,0,0,0,0,0,1,0,0,0
6423,0.25,0.67,0.4,0.0981308411214954,0.375,0,0,2,0,0,0,0,0,0,1,0,0,0
6424,0.7,0.57,0.4,0.2757009345794392,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6425,0.6,0.97,0.20000000000000007,0.4719626168224299,0.5,1,0,2,0,0,0,0,0,0,1,0,0,0
6426,0.99,0.66,0.20000000000000007,0.2009345794392523,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6427,0.29,0.86,0.4,0.3691588785046729,0.0,0,0,2,0,0,0,0,0,0,1,0,0,0
6428,0.53,0.63,0.6,0.19158878504672894,0.125,0,0,2,0,0,0,0,0,0,1,0,0,0
6429,0.83,0.76,0.20000000000000007,0.616822429906542,0.25,0,0,2,0,1,0,0,0,0,0,0,0,0
6430,0.18,0.92,0.0,0.6355140186915887,0.25,0,0,2,0,1,0,0,0,0,0,0,0,0
6431,0.14,0.74,0.0,0.21962616822429903,0.125,0,0,2,0,1,0,0,0,0,0,0,0,0
6432,0.5,0.66,0.20000000000000007,0.4392523364485982,0.375,0,0,2,0,0,1,0,0,0,0,0,0,0
6433,0.36,0.89,0.20000000000000007,0.46728971962616817,0.125,0,0,2,0,0,1,0,0,0,0,0,0,0
6434,0.34,0.56,0.20000000000000007,0.5467289719626168,0.125,0,0,2,0,0,1,0,0,0,0,0,0,0
6435,0.51,0.75,0.20000000000000007,0.4859813084112149,0.125,0,0,2,0,0,1,0,0,0,0,0,0,0
6436,0.5,0.52,0.6,0.3271028037383178,0.0,1,0,2,0,0,0,0,0,0,0,0,1,0
6437,0.69,0.93,0.6,0.7570093457943924,0.125,0,0,2,0,0,0,0,0,0,0,0,1,0
6438,0.52,0.51,0.6,0.03738317757009346,0.25,0,0,0,0,0,0,0,0,0,0,0,1,0
